Pasal-Ayat,Isi
1640,"Semua peserta bukan pengurus perseroan tidak boleh memindahtangankan barang kekayaan perseroan, sekali pun barang bergerak, dan tidak bóleh menggadaikannya atau meletakkan beban di atasnya."
1641,"Setiap peserta walaupun tanpa izin para peserta lain, boleh menerima orang lain sebagai teman penerima bagian kepunyaan peserta dan perseroan itu, tetapi tanpa izin para peserta lain ia tidak boleh memasukkan temannya itu ke dalam perseroan sebagai peserta meskipun ia ditugaskan mengurus barang-barang kekayaan perseroan."
1642,Masing-masing peserta tidak terikat untuk seluruh utang perseroan dan tidak boleh mengikatkan para peserta lain jika mereka ini tidak memberi kuasa untuk itu kepadanya.
1643,"Para peserta boleh ditagih oleh kreditur, yang berhubungan dagang dengan mereka, masing- masing untuk jumlah dan bagian yang sama, walaupun andil seorang peserta dalam perseroan itu lebih kecil daripada andil peserta lain, kecuali jika pada waktu membuat utang itu ditentukan dengan tegas bahwa para peserta wajib memikul utang itu bersama-sama menurut perbandingan saham masing-masing dalam perseroan itu."
1644,"Perjanjian yang mengikatkan suatu perbuatan atas tanggungan perseroan hanya mengikat peserta yang mengadakan perjanjian demikian, dan tidak mengikat peserta lain kecuali jika mereka ini telah memberi kuasa untuk itu kepada peserta yang membuat perjanjian tersebut atau bila dengan tindakan termaksud ternyata perseroan memperoleh untung."
1645,"Jika salah seorang peserta mengadakan suatu perjanjian atas nama perseroan, maka perseroan itu dapat menuntut supaya perjanjian itu dilaksanakan."
1646,"Perseroan bubar: 1. karena waktu yang ditetapkan dalam perjanjian telah habis, 2. karena musnahnya barang yang dipergunakan untuk tujuan perseroan atau karena tercapainya tujuan itu, 3. karena kehendak beberapa peserta atau salah seorang peserta, 4. karena salah seorang dari peserta meninggal dunia, di tempat di bawah pengampuan atau bangkrut atau dinyatakan sebagai orang yang tidak mampu."
1647,"Pembubaran perseroan yang didirikan untuk suatu waktu tertentu tidak boleh dituntut oleh seorang peserta sebelum lewatnya waktu itu, kecuali jika ada alasan yang sah seperti jika seorang peserta tidak memenuhi kewajibannya atau sakit-sakitan sehingga tidak dapat mengurus perseroan itu, atau alasan lain semacam itu yang pertimbangan tentang sah dan beratnya diserahkan kepada Pengadilan."
1648,"Jika salah seorang peserta sudah berjanji akan memasukkan hak milik atas barangnya ke dalam perseroan tetapi kemudian barang ini musnah sebelum dimasukkan, maka perseroan menjadi bubar terhadap para peserta. Demikian pula dalam semua hal, perseroan bubar karena musnahnya barang, bisa hanya pemanfaatan barang itu saja yang diperoleh perseroan sedangkan barangnya tetap menjadi milik peserta itu."
1649,"Perseroan boleh dibubarkan atas kehendak beberapa peserta atau hanya atas kehendak satu orang peserta, jika perseroan itu didirikan untuk waktu yang tak tentu. Pembubaran demikian baru terjadi jika pemberitahuan pembubaran disampaikan kepada semua peserta dengan itikad baik dan tepat pada waktunya."
1650,"Pemberitahuan pembubaran itu dianggap telah dilakukan dengan itikad buruk bila seorang peserta membubarkan perseroan itu dengan maksud untuk menikmati sendiri suatu keuntungan yang oleh semua peserta diharapkan akan dinikmati bersama. Pemberitahuan pembubaran itu dianggap telah dilakukan pada waktu yang tidak tepat, bila barang-barang kekayaan perseroan berkurang sedang kepentingan perseroan menuntut pembubaran itu ditangguhkan."
1651,"Jika telah diperjanjikan bahwa bila salah seorang peserta meninggal dunia, perseroan akan diteruskan dengan ahli warisnya atau perseroan akan diteruskan di antara para peserta yang masih hidup saja, maka perjanjian demikian wajib ditaati. Dalam hal perjanjian kedua ini, ahli waris peserta yang telah meninggal dunia ini tidak mempunyai hak selain untuk menuntut pembagian perseroan menurut keadaan pada waktu meninggalnya peserta tersebut, ia harus mendapat bagian dari keuntungan tetapi harus pula memikul kerugian perseroan yang sudah terjadi sebelum meninggalnya peserta yang meninggalkan ahli waris itu."
1652,"Semua aturan tentang pembagian warisan, tentang cara pembagian itu, begitu pula tentang kewajiban- kewajiban yang timbul dari aturan-aturan itu berlaku juga untuk pembagian harta benda perseroan di antara para peserta."
1653,"Selain perseroan perdata sejati, perhimpunan orang-orang sebagai badan hukum juga diakui undang-undang, entah badan hukum itu diadakan oleh kekuasaan umum atau diakuinya sebagai demikian, entah pula badan hukum itu diterima sebagai yang diperkenankan atau telah didirikan untuk suatu maksud tertentu yang tidak bertentangan dengan undang-undang atau kesusilaan."
1654,"Semua badan hukum yang berdiri dengan sah, begitu pula orang-orang swasta, berkuasa untuk melakukan perbuatan-perbuatan perdata, tanpa mengurangi perundang-undangan yang mengubah kekuasaan itu, membatasinya atau menundukkannya kepada tata cara tertentu."
1655,"Para pengurus badan hukum, bila tidak ditentukan lain dalam akta pendiriannya, dalam surat perjanjian atau dalam reglemen berkuasa untuk bertindak demi dan atas nama badan hukum itu, untuk mengikatkan badan hukum itu kepada pihak ketiga atau sebaliknya, dan untuk bertindak dalam sidang Pengadilan baik sebagai penggugat maupun sebagai tergugat."
1656,Perbuatan yang dilakukan oleh pengurus yang tidak berkuasa melakukan perbuatan itu hanya mengikat badan hukum bila ada manfaatnya bagi badan hukum itu atau bila perbuatan itu kemudian diterima dengan sah.
1657,"Jika dalam akta pendirian, surat perjanjian atau reglemen tidak ditentukan sesuatu mengenai pengurus badan hukum, maka tidak seorang anggota pun berkuasa untuk bertindak atas nama badan hukum itu atau untuk mengikatkan badan hukum itu dengan cara lain dan yang telah ditentukan pada akhir Pasal yang lalu."
1658,"Selama tidak diatur secara lain dalam akta pendirian, surat perjanjian dan reglemen, para pengurus wajib menyerahkan perhitungan dan pertanggungjawaban kepada semua anggota badan hukum, dan untuk itu tiap anggota berkuasa menggugat mereka di hadapan Pengadilan."
1659,"Jika dalam akta pendirian, surat perjanjian dan reglemen tidak diatur hak suara, maka tiap anggota badan hukum itu mempunyai hak yang sama untuk mengeluarkan suara dan keputusan diambil menurut suara terbanyak."
1660,"Hak-hak dan kewajiban-kewajiban tiap anggota badan hukum demikian, ditetapkan dalam peraturan-peraturan yang menjadikan badan hukum atau perkumpulan itu didirikan atau diakui, atau menurut akta pendirian sendiri, surat perjanjian sendiri atau reglemen sendiri, dan bila peraturan-peraturan tidak dibuat, maka wajiblah dituruti ketentuan-ketentuan bab ini."
1661,Para anggota badan hukum sebagai perseorangan tidak bertanggung jawab atas perjanjian- perjanjian perkumpulannya. Semua utang perkumpulan itu hanya dapat dilunasi dengan harta benda perkumpulan.
1662,"Badan hukum yang didirikan atas kuasa umum tidak dihapuskan bila semua anggotanya meninggal dunia atau mengundurkan diri dari keanggotaan, melainkan tetap berdiri sampai dibubarkan menurut cara yang diatur dalam undang-undang. Jika semua anggota tersebut di atas tidak ada lagi maka Pengadilan Negeri yang dalam daerah hukumnya badan hukum itu berkedudukan, atas permintaan orang yang berkepentingan dan setelah mendengar pendapat jawatan Kejaksaan, bahkan atas tuntutan Kejaksaan itu, berhak menetapkan tindakan-tindakan yang dianggap perlu dilakukan demi kepentingan badan hukum itu."
1663,"Badan hukum lain tetap berdiri sampai pada saat dibubarkannya secara tegas menurut akta pendirian, reglemen atau perjanjiannya, atau sampai pada saat berhentinya pengejaran tujuan badan hukum itu."
1664,"Jika akta pendirian, reglemen atau perjanjian itu tidak menentukan cara lain maka hak para anggota bersifat perorangan dan tidak beralih kepada para ahli waris."
1665,"Bila terjadi pembubaran badan hukum demikian maka para anggota yang masih ada atau anggota yang tinggal satu-satunya wajib membayar utang-utang badan hukum dengan kekayaan badan hukum itu, dan hanya sisa kekayaan itu yang boleh mereka bagi antara mereka dan mereka serahkan kepada ahli waris mereka.
 Dalam hal memanggil para kreditur, menyelesaikan perhitungan dan pertanggungjawaban dan membayar semua utang badan hukum, mereka harus tunduk pada semua kewajiban seperti yang dipikul oleh para ahli waris yang menerima warisan dengan hak istimewa untuk mengadakan pendaftaran harta benda.
 Bila tidak dipenuhi kewajiban-kewajiban maka masing-masing anggota sebagai perseorangan wajib menanggung seluruh utang badan hukum yang bubar itu, dan tanggungan itu dapat jatuh kepada ahli waris mereka."
1666,"Penghibahan adalah suatu persetujuan dengan mana seorang penghibah menyerahkan suatu barang secara cuma-cuma, tanpa dapat menariknya kembali, untuk kepentingan seseorang yang menerima penyerahan barang itu. Undang-undang hanya mengakui penghibahan-penghibahan antara orang-orang yang masih hidup."
1667,"Penghibahan hanya boleh dilakukan terhadap barang-barang yang sudah ada pada saat penghibahan itu terjadi. Jika hibah itu mencakup barang-barang yang belum ada, maka penghibahan batal sekedar mengenai barang-barang yang belum ada."
1668,"Penghibah tidak boleh menjanjikan bahwa ia tetap berkuasa untuk menggunakan hak miliknya atas barang yang dihibahkan itu, penghibahan demikian sekedar mengenai barang itu dipandang sebagai tidak sah."
1669,"Penghibah boleh memperjanjikan bahwa ia tetap berhak menikmati atau memungut hasil barang bergerak atau barang tak bergerak, yang dihibahkan atau menggunakan hak itu untuk keperluan orang lain, dalam hal demikian harus diperhatikan ketentuan-ketentuan Bab X Buku Kedua Kitab Undang-undang ini."
1670,Suatu penghibahan adalah batal jika dilakukan dengan membuat syarat bahwa penerima hibah akan melunasi utang atau beban-beban lain di samping apa yang dinyatakan dalam akta hibah itu sendiri atau dalam daftar dilampirkan.
1671,"Penghibah boleh memperjanjikan bahwa ia akan tetap menguasai penggunaan sejumlah uang yang ada di antara barang yang dihibahkan. Jika ia meninggal dunia sebelum menggunakan uang itu, maka barang dan uang itu tetap menjadi milik penerima hibah."
1672,"Penghibah boleh memberi syarat, bahwa barang yang dihibahkannya itu akan kembali kepadanya bila orang yang diberi hibah atau ahli warisnya meninggal dunia lebih dahulu dari penghibah, tetapi syarat demikian hanya boleh diadakan untuk kepentingan penghibah sendiri."
1673,"Akibat dari hak mendapatkan kembali barang-barang yang dihibahkan ialah bahwa pemindahan barang-barang itu ke tangan orang lain, sekiranya telah terjadi, harus dibatalkan, dan pengembalian barang-barang itu kepada penghibah harus bebas dari semua beban dan hipotek yang mungkin diletakkan pada barang itu sewaktu ada di tangan orang yang diberi hibah."
1674,Penghibah tidak wajib menjamin orang bebas dari gugatan pengadilan bila kemudian barang yang dihibahkan itu menjadi milik orang lain berdasarkan keputusan Pengadilan.
1675,"Ketentuan-ketentuan Pasal 879, 880, 881 884, 894, dan akhirnya juga Bagian 7 dan 8 dan Bab XIII Buku Kedua Kitab Undang-undang Hukum Perdata ini, berlaku pula terhadap hibah."
1676,Semua orang boleh memberikan dan menerima hibah kecuali mereka yang oleh undang-undang dinyatakan tidak mampu untuk itu.
1677,Anak-anak di bawah umur tidak boleh menghibahkan sesuatu kecuali dalam hal yang ditetapkan pada Bab VII Buku Pertama Kitab Undang-undang Hukum Perdata ini.
1678,"Penghibahan antara suami istri selama perkawinan mereka masih berlangsung, dilarang. Tetapi ketentuan ini tidak berlaku terhadap hadiah atau pemberian berupa barang bergerak yang berwujud, yang harganya tidak mahal kalau dibandingkan dengan besarnya kekayaan penghibah."
1679,"Supaya dapat dikatakan sah untuk menikmati barang yang dihibahkan, orang yang diberi hibah harus ada di dunia atau dengan memperhatikan aturan dalam Pasal 2 yaitu sudah ada dalam kandungan ibunya pada saat penghibahan dilakukan."
1680,"Hibah-hibah kepada lembaga umum atau lembaga keagamaan tidak berakibat hukum, kecuali jika Presiden atau pembesar yang ditunjuknya telah memberikan kuasa kepada para pengurus lembaga-lembaga tersebut untuk menerimanya."
1681,"Ketentuan-ketentuan ayat (2) dan terakhir pada Pasal 904, begitu pula Pasal 906, 907, 908, 909 dan 911, berlaku terhadap penghibahan."
1682,"Tiada suatu penghibahan pun kecuali termaksud dalam Pasal 1687 dapat dilakukan tanpa akta notaris, yang minut (naskah aslinya) harus disimpan pada notaris dan bila tidak dilakukan demikian maka penghibahan itu tidak sah."
1683,"Tiada suatu penghibahan pun mengikat penghibah atau mengakibatkan sesuatu sebelum penghibahan diterima dengan kata-kata tegas oleh orang yang diberi hibah atau oleh wakilnya yang telah diberi kuasa olehnya untuk menerima hibah yang telah atau akan dihibahkannya itu.
 Jika penerimaan itu tidak dilakukan dengan akta hibah itu maka penerimaan itu dapat dilakukan dengan suatu akta otentik kemudian, yang naskah aslinya harus disimpan oleh Notaris asal saja hal itu terjadi waktu penghibah masih hidup, dalam hal demikian maka bagi penghibah, hibah tersebut hanya sah sejak penerimaan hibah itu diberitahukan dengan resmi kepadanya."
1684,Hibah yang diberikan kepada seorang wanita yang masih bersuami tidak dapat diterima selain menurut ketentuan-ketentuan Bab V Buku Pertama Kitab Undang-undang Hukum Perdata ini.
1685,"Hibah kepada anak-anak di bawah umur yang masih berada di bawah kekuasaan orangtua, harus diterima oleh orang yang menjalankan kekuasaan orangtua itu. Hibah kepada anak-anak di bawah umur yang masih di bawah perwalian atau kepada orang yang ada di bawah pengampuan, harus diterima oleh wali atau pengampunya yang telah diberi kuasa oleh Pengadilan Negeri. Jika pengadilan itu memberi kuasa termaksud maka hibah itu tetap sah. meskipun penghibah telah meninggal dunia sebelum terjadi pemberian kuasa itu."
1686,"Hak milik atas barang-barang yang dihibahkan meskipun diterima dengan sah, tidak beralih pada orang yang diberi hibah, sebelum diserahkan dengan cara penyerahan menurut Pasal 612, 613, 616 dan seterusnya."
1687,"Hadiah dari tangan ke tangan berupa barang bergerak yang berwujud atau surat piutang yang akan dibayar atas tunduk, tidak memerlukan akta notaris dan adalah sah bila hadiah demikian diserahkan begitu saja kepada orang yang diberi hibah sendiri atau kepada orang lain yang menerima hibah itu untuk diteruskan kepada yang diberi hibah."
1688,"Suatu penghibahan tidak dapat dicabut dan karena itu tidak dapat pula dibatalkan, kecuali dalam hal-hal berikut: 1. jika syarat-syarat penghibahan itu tidak dipenuhi oleh penerima hibah, 2. jika orang yang diberi hibah bersalah dengan melakukan atau ikut melakukan suatu usaha pembunuhan atau suatu kejahatan lain atas diri penghibah, 3. jika penghibah jatuh miskin sedang yang diberi hibah menolak untuk memberi nafkah kepadanya."
1689,"Dalam hal yang pertama. barang yang dihibahkan tetap tinggal pada penghibah, atau ia boleh meminta kembali barang itu, bebas dari semua beban dan hipotek yang mungkin diletakkan atas barang itu oleh penerima hibah serta hasil dan buah yang telah dinikmati oleh penerima hibah sejak ia alpa dalam memenuhi syarat-syarat penghibahan itu. Dalam hal demikian penghibah boleh menjalankan hak-haknya terhadap pihak ketiga yang memegang barang tak bergerak yang telah dihibahkan sebagaimana terhadap penerima hibah sendiri."
1690,"Dalam kedua hal terakhir yang disebut dalam Pasal 1688, barang yang telah dihibahkan tidak boleh diganggu gugat jika barang itu hendak atau telah dipindahtangankan, dihipotekkan atau dibebani dengan hak kebendaan lain oleh penerima hibah, kecuali kalau gugatan untuk membatalkan penghibahan itu susah diajukan kepada dan didaftarkan di Pengadilan dan dimasukkan dalam pengumuman tersebut dalam Pasal 616. Semua pemindahtanganan, penghipotekan atau pembebanan lain yang dilakukan oleh penerima hibah sesudah pendaftaran tersebut adalah batal, bila gugatan itu kemudian dimenangkan."
1691,"Dalam hal tersebut pada Pasal 1690, penerima hibah wajib mengembalikan apa yang dihibahkan itu bersama dengan buah dan hasilnya terhitung sejak hari gugatan diajukan kepada Pengadilan, sekiranya barang itu telah dipindahtangankan maka wajiblah dikembalikan harganya pada saat gugatan diajukan bersama buah dan hasil sejak saat itu.
 Selain itu ia wajib membayar ganti rugi kepada penghibah atas hipotek dan beban lain yang telah diletakkan olehnya di atas barang tak bergerak yang dihibahkan itu termasuk yang diletakkan sebelum gugatan diajukan."
1692,"Gugatan yang disebut dalam Pasal 1691 gugur setelah lewat satu tahun, terhitung dari hari peristiwa yang menjadi alasan gugatan itu terjadi dan dapat diketahui oleh penghibah.
 Gugatan itu tidak dapat diajukan oleh penghibah terhadap ahli waris orang yang diberi hibah itu, demikian juga ahli waris penghibah tidak dapat mengajukan gugatan terhadap orang yang mendapat hibah kecuali jika gugatan itu telah mulai diajukan oleh penghibah atau penghibah ini meninggal dunia dalam tenggang waktu satu tahun sejak terjadinya peristiwa yang dituduhkan itu."
1693,Ketentuan-ketentuan bab ini tidak mengurangi apa yang sudah ditetapkan pada Bab VII dan Buku Pertama dalam Kitab Undang-undang Hukum Perdata.
1694,Penitipan barang terjadi bila orang menerima barang orang lain dengan janji untuk menyimpannya dan kemudian mengembalikannya dalam keadaan yang sama.
1695,"Ada dua jenis penitipan barang yaitu, penitipan murni (sejati) dan Sekestrasi (penitipan dalam perselisihan)."
1696,Penitipan murni dianggap dilakukan dengan cuma-cuma bila tidak diperjanjikan sebaliknya. Penitipan demikian hanya mengenai barang-barang bergerak.
1697,Perjanjian penitipan belum terlaksana sebelum barang yang bersangkutan diserahkan betul-betul atau dianggap sudah diserahkan.
1698,Penitipan barang terjadi secara sukarela atau secara terpaksa.
1699,Penitipan barang dengan sukarela terjadi karena ada perjanjian timbal balik antara pemberi titipan dan penerima titipan.
1700,Dihapus dengan S. 1925-525.
1701,"Penitipan barang dengan sukarela hanya dapat dilakukan antara orang-orang yang cakap untuk mengadakan perjanjian. Akan tetapi jika orang yang cakap untuk mengadakan perjanjian menerima titipan barang dan seseorang yang tidak cakap untuk itu, maka ia harus memenuhi semua kewajiban seorang penerima titip murni."
1702,"Jika penitipan barang dilakukan oleh seorang yang berhak kepada seorang yang belum cakap untuk membuat perjanjian, maka pemberi titipan, selama barang itu masih di tangan penerima titipan, dapat menuntut pengembalian barang itu, tetapi jika barang itu tidak ada lagi di tangan penerima titipan maka pemberi titipan dapat menuntut ganti rugi sejauh penerima titipan mendapat manfaat dan barang titipan tersebut."
1703,"Penitipan karena terpaksa ialah penitipan yang terpaksa dilakukan oleh karena terjadinya suatu malapetaka, seperti kebakaran, runtuhnya bangunan, perampokan, karamnya kapal, banjir atau peristiwa lain yang tak terduga datangnya."
1704,Dihapus dengan S. 1925-525.
1705,"Penitipan karena terpaksa, diatur menurut ketentuan-ketentuan yang berlaku bagi penitipan dengan sukarela."
1706,Penerima titipan wajib memelihara barang titipan itu dengan sebaik-baiknya seperti memelihara barang-barang kepunyaan sendiri.
1707,"Ketentuan dalam pasal di atas ini wajib diterapkan secara lebih teliti: 1. jika penerima titipan itu yang mula-mula menawarkan diri untuk menyimpan barang itu, 2. jika ia meminta dijanjikan suatu upah untuk penitipan itu, 3. jika penitipan itu terjadi terutama untuk kepentingan penerima titipan, 4. jika diperjanjikan dengan tegas, bahwa penerima titipan bertanggung jawab atau semua kelalaian dalam menyimpan barang titipan itu."
1708,"Penerima titipan sekali-kali tidak harus bertanggung jawab atas kejadian-kejadian yang tidak terelakkan datangnya, kecuali kalau ia telah lalai mengembalikan barang titipan itu. Dalam hal terakhir mi ia tidak bertanggung jawab atas hilang atau rusaknya barang itu, jika barang itu akan musnah juga sekiranya berada di tangan pemberi titipan"
1709,"Pengelola rumah penginapan dan losmen, sebagai orang yang menerima titipan barang, bertanggung jawab atas barang-barang yang dibawa tamu yang menginap di situ. Penitipan demikian dianggap sebagai penitipan karena terpaksa."
1710,"Mereka bertanggung jawab atas hilangnya atau rusaknya barang-barang tamu, yang dicuri atau dirusak, baik oleh pelayan dalam rumah penginapan itu atau buruh lain maupun oleh orang luar."
1711,Mereka tidak bertanggung jawab atas perampokan atau pencurian yang diperbuat oleh orang yang oleh pelancong diizinkan datang kepadanya.
1712,"Penerima titipan tidak boleh memakai barang titipan tanpa izin yang diberikan secara tegas oleh pemberi titipan atau dapat disimpulkan adanya, dengan ancaman mengganti biaya, kerugian dan bunga, bila ada alasan untuk itu."
1713,"Bila barang yang dititipkan itu tersimpan dalam sebuah peti terkunci atau terbungkus dengan segel, penerima titipan tidak boleh menyelidiki isinya."
1714,"Penerima titipan wajib mengembalikan barang yang sama dengan yang diterimanya. Dengan demikian, kalau titipan itu berupa uang tunai maka wajib dikembalikan uang tunai dalam jumlah dan jenis mata uang seperti semula biarpun mata uang itu sudah naik atau turun nilainya."
1715,Penerima titipan hanya wajib mengembalikan barang titipan itu dalam keadaan sebagaimana adanya pada saat pengembalian. Kekurangan yang timbul pada barang itu di luar kesalahan penerima titipan. harus menjadi tanggungan pemberi titipan.
1716,"Jika barang titipan dirampas dan kekuasaan penerima titipan tetapi kemudian ia menerima penggantian berupa uang harganya atau barang lain, maka ia wajib mengembalikan apa yang diterimanya itu."
1717,"Bila seorang ahli waris penerima titipan menjual barang titipan itu dengan itikad baik, tanpa mengetahui bahwa barang yang dijualnya itu adalah barang titipan maka ia hanya wajib mengembalikan uang harga pembelian yang telah diterimanya atau jika ia belum menerima uang itu menyerahkan hak untuk menuntut pembeli barang."
1718,"Jika barang titipan itu mendatangkan hasil dan hasil itu telah dipungut atau diterima oleh penerima titipan, maka wajiblah ia mengembalikan hasil itu. Ia tidak harus membayar bunga atas uang yang dititipkan kepadanya tetapi jika ia lalai mengembalikan uang itu maka terhitung dari hari penagihan ia wajib membayar bunga."
1719,"Penerima titipan tidak boleh mengembalikan barang titipan itu selain kepada orang yang menitipkan sendiri barang itu atau kepada orang yang atas namanya menitipkan barang itu, atau
 kepada wakil yang ditunjuknya untuk menerima kembali barang termaksud."
1720,"Ia tidak dapat menuntut orang yang menitipkan barang untuk membuktikan dirinya sebagai pemilik
 yang sesungguhnya. Bila ia mengetahui bahwa barang itu adalah barang curian, dan mengetahui
 pula siapa pemilik yang sebenarnya maka ia wajib memberitahukan kepada pemilik itu bahwa
 barang itu telah dititipkan kepadanya, serta mengingatkan agar ia memintanya kembali dalam
 waktu tertentu yang pantas. Bila orang itu lalai untuk meminta barang titipan itu maka penyimpan
 itu menurut undang-undang tidak dapat dituntut, jika ia menyerahkan barang itu kembali kepada
 orang yang menitipkan barang itu.
 yang sesungguhnya. Bila ia mengetahui bahwa barang itu adalah barang curian, dan mengetahui
 pula siapa pemilik yang sebenarnya maka ia wajib memberitahukan kepada pemilik itu bahwa
 barang itu telah dititipkan kepadanya, serta mengingatkan agar ia memintanya kembali dalam
 waktu tertentu yang pantas. Bila orang itu lalai untuk meminta barang titipan itu maka penyimpan
 itu menurut undang-undang tidak dapat dituntut, jika ia menyerahkan barang itu kembali kepada
 orang yang menitipkan barang itu."
1721,"Bila pemberi titipan meninggal dunia maka barang titipannya itu hanya dapat dikembalikan kepada ahli warisnya. Jika ada lebih dan seorang ahli waris maka barang itu harus dikembalikan kepada semua ahli waris, atau kepada masing-masing menurut ukuran bagian masing-masing. Jika barang titipan tidak dapat dibagi-bagi, maka para ahli waris harus bermufakat tentang siapa yang menerima kembali barang itu."
1722,"Jika pemberi titipan berganti kedudukan hukum, misalnya bila seorang perempuan yang belum
 menikah kemudian menikah sehingga ia menjadi berada di bawah kekuasaan suaminya atau bila
 seorang dewasa ditempatkan di bawah pengampuan, barang titipan itu tidak boleh dikembalikan
 selain kepada orang yang ditugaskan mengurus hak-hak dan harta benda pemberi titipan itu
 kecuali kalau penyimpanan barang mempunyai alasan yang sah untuk membuktikan bahwa ia
 tidak mengetahui perubahan kedudukan hukum pemberi titipan itu."
1723,"Jika penitipan barang dilakukan oleh seorang wali pengampu, suami atau pengurus, dan kemudian
 kekuasaan mereka berakhir maka barang itu hanya boleh dikembalikan kepada pemilik sah barang
 itu yaitu orang yang diwakili oleh wali, pengampu, suami atau pengurus itu"
1724,"Pengembalian barang yang dititipkan harus dilakukan di tempat yang ditentukan dalam perjanjian.
 Jika tempat itu tidak ditentukan dalam perjanjian, maka pengembalian harus diakukan di tempat
 penitipan barang itu. Semua biaya yang perlu dikeluarkan untuk penyerahan kembali itu, harus
 ditanggung oleh pemberi titipan."
1725,"Bila pemberi titipan menuntut barang titipan itu, maka barañg itu harus dikembalikan seketika itu biarpun dalam perjanjian ditetapkan waktu tertentu untuk pengembalian itu, kecuali kalau barang itu telah disita dari tangan penerima titipan."
1726,"Bila penerima titipan mempunyai alasan yang sah untuk dibebaskan dari barang yang dititipkan
 kepadanya, maka ia dapat juga mengembalikan barang titipan itu sebelum tiba waktu pengembalian yang ditentukan dalam perjanjian jika pemberi titipan menolaknya maka penerima
 titipan boleh meminta izin kepada Pengadilan untuk menitipkan barang itu pada orang lain."
1727,"Semua kewajiban penerima titipan berhenti bila ia mengetahui dan dapat membuktikan bahwa ia
 sendirilah pemilik sah barang yang dititipkan kepadanya itu."
1728,"Pemberi titipan wajib mengganti semua biaya yang dikeluarkan penyimpan guna menyelamatkan
 barang titipan itu serta segala kerugian yang dideritanya karena penitipan itu."
1729,"Penerima titipan berhak menahan barang titipan selama belum diganti semua ongkos kerugian
 yang wajib dibayar kepadanya karena penitipan itu."
1730,"Sekestrasi ialah penitipan barang yang berada dalam persengketaan kepada orang lain yang
 mengikatkan diri untuk mengembalikan barang itu dengan semua hasilnya kepada yang berhak
 atasnya setelah perselisihan diputus oleh Pengadilan. Penitipan demikian terjadi karena perjanjian
 atau karena perintah Hakim."
1731,"Sekestrasi terjadi karena suatu perjanjian, bila barang yang dipersengketakan itu diserahkan
 kepada orang lain oleh seseorang atau lebih dengan sukarela."
1732,Tidak diharuskan bahwa sekestrasi berlaku dengan cuma-cuma.
1733,"Sekestrasi tunduk pada semua aturan yang berlaku bagi penitipan murni kecuali mengenai hal-hal
 di bawah ini."
1734,Sekestrasi dapat mengenai barang-barang tak bergerak dan barang-barang bergerak.
1735,Penerima titipan yang ditugaskan melakukan sekestrasi tidak dapat dibebaskan dan kewajiban menyimpan barang titipan itu sebelum sengketa diselesaikan kecuali bila orang-orang yang berkepentingan telah memberi izin untuk itu atau bila ada alasan yang sah.
1736,Sekestrasi atas perintah Pengadilan terjadi bila Pengadilan memerintahkan supaya suatu barang dititipkan kepada orang lain selama sengketa tentang barang itu belum dapat diselesaikan.
1737,"Sekestrasi dan Pengadilan ditugaskan kepada seorang yang ditunjuk atau mufakat kedua belah pihak yang berperkara, atau kepada orang-orang lain yang diangkat oleh Pengadilan karena jabatan. Dalam kedua hal tersebut orang yang telah diserahi urusan itu harus memenuhi semua kewajiban yang ditetapkan dalam perjanjian tentang sekestrasi itu, dan atas tuntutan Kejaksaan, ia wajib menyerahkan suatu perhitungan ringkas setiap tahun kepada Hakim tentang urusan penitipan barang itu, dengan menunjukkan barang-barang yang dipersyaratkan kepadanya, tetapi jika perhitungan itu kemudian tidak disetujui oleh orang-orang yang berkepentingan, penyimpan tidak dapat menyanggah dengan mengatakan bahwa perhitungan itu sudah disetujui oleh Pengadilan."
1738,"Pengadilan dapat memerintahkan supaya dilakukan sekestrasi: 1. atas barang-barang bergerak yang telah disita dan tangan seorang debitur, 2. atas suatu barang bergerak atau barang tak bergerak, yang hak milik mutlak atau besit atas barang itu menjadi sengketa antara dua orang atau lebih, 3. atas barang-barang yang ditawarkan oleh seorang debitur untuk membayar utangnya."
1739,"Pengangkatan seorang penyimpan oleh Pengadilan, menimbulkan kewajiban-kewajiban timbal balik antara penyita dan penyimpan. Penyimpan wajib memelihara barang yang disita itu sebagai seorang bapak rumah tangga yang baik. Ia wajib menyerahkan barang itu baik untuk dijual guna melunasi piutang penyita, maupun untuk dikembalikan kepada orang yang barangnya kena sita, jika penyitaan atas barangnya itu telah dicabut. Kewajiban penyita ialah membayar upah penyimpan yang ditentukan dalam undang-undang."
1740,"Pinjam pakai adalah suatu perjanjian dalam mana pihak yang satu menyerahkan suatu barang untuk dipakai dengan cuma-cuma kepada pihak lain, dengan syarat bahwa pihak yang menerima barang itu setelah memakainya atau setelah lewat waktu yang ditentukan, akan mengembalikan barang itu."
1741,Orang yang meminjamkan itu tetap menjadi pemilik mutlak barang yang dipinjamkan itu.
1742,"Segala sesuatu yang dipergunakan orang dan tidak dapat musnah karena pemakaiannya, dapat menjadi pokok perjanjian ini."
1743,"Semua perjanjian yang lahir dan perjanjian pinjami pakai, beralih kepada ahli waris orang yang meminjamkan dan ahli waris peminjam. Akan tetapi jika pemberian pinjaman dilakukan hanya kepada orang yang menerimanya dan khusus kepada orang itu sendiri, maka semua ahli waris peminjam tidak dapat tetap menikmati barang pinjaman itu."
